tx_frequency,wallet_age,interaction_count,avg_val,is_fraud
0.12877397515126382,2.64480872228883,26,3.5082081781694012,0
0.8198650030767728,0.07320475396596937,1,22.8643336025474,1
0.26293112272805574,4.591868658827222,15,1.350870253762524,0
0.5397739482758297,1.8118261766803656,21,3.629892564952192,0
0.4961397028434277,1.5446026076007027,19,1.9942258484100954,0
0.008541390438287976,1.9252270491134724,17,0.7522959331992772,0
0.0673359035159015,3.56544166019697,24,1.6636739073733655,0
0.4701718748221818,4.903225091023058,21,0.24913007155314912,0
0.12737206862492684,3.722782446303938,19,0.4908279899289932,0
0.11229774393554637,2.222708935835767,21,0.6838362119212105,0
0.20767155120509256,4.916370748251487,18,0.48252169636521897,0
0.8835326829924565,0.01679219494851428,2,2.6959284481567756,1
0.13905343284636643,1.6221910459815145,26,3.35090563203761,0
0.21105596224567857,0.6775337881521115,22,0.26755820698090627,0
0.18912508205449066,2.28916341189791,22,1.107076999780833,0
0.3928556357909251,1.7609738314575698,19,0.7794714273624572,0
0.33189519004088003,3.272498601870745,20,0.16332889709422163,0
0.08272118555775755,2.809136756809747,16,0.05980830189310811,0
0.6772142656077721,2.6172532359035703,18,0.9196307024657572,0
0.5926299569689514,3.336804167161998,17,1.0719630703122534,0
0.19698125110149167,3.931940704601679,16,0.2744126591118572,0
0.3746548616295395,4.048483289037154,15,0.6209652663282733,0
0.2914509867831532,3.0667429641538884,27,0.22245134857887391,0
0.3855762601817011,4.842642303094634,17,0.5389613423657148,0
0.4853886819774772,1.6778879106666065,20,0.9206293699841845,0
0.29743058634925534,4.2413747986864,17,1.5294346386683613,0
0.41357504048517535,4.8514325811261685,15,0.34978463979430935,0
0.32564228785029015,3.1454856136840177,20,0.8629831312267757,0
0.3620470195227661,4.740505227207667,25,0.09107405717435746,0
0.40450738164970457,4.906678395238891,13,0.4022656772034507,0
0.6357621733048404,2.436898586395851,19,0.41112429140087153,0
0.23335365277990106,1.9246835678569103,22,0.3139619239120506,0
0.2113762607647761,4.192823270385666,17,0.8334674882440574,0
0.8248041427438936,0.10079664465331882,2,4.816700459240049,1
0.6501191077183132,0.047948373221134946,1,6.67006969380416,1
0.05308860825920822,3.6229644877517404,15,5.28378037672226,0
0.3437868850399363,1.0694500642103366,21,1.742097242915716,0
0.2377351471651259,2.6941929712230244,21,0.978210817347504,0
0.16446720091967335,0.9516537279277427,26,3.193787995593169,0
0.11401309098230164,4.570132672765794,20,4.610478111653353,0
0.25065058284390856,4.1630753098396855,23,0.7307172280084159,0
0.2163186371842328,2.9541328346013875,20,2.7134412301621174,0
0.49803833536593517,1.189010505974893,17,0.6397722362588348,0
0.7015044837335166,0.05509036379873931,4,144.16446105482257,1
0.015496362345667782,4.014251685277192,25,0.3293404469940676,0
0.206372099964111,2.6237181458988243,27,1.0064019463787535,0
0.02859779450428737,4.338427860635615,34,0.3509365546701969,0
0.08985359099049063,4.971978962455692,25,0.49405396831209697,0
0.0672689933682256,4.883140512374287,27,29.908039314846448,0
0.27024798260082544,2.8581695144041412,21,0.7238524789585732,0
0.9685479751625186,0.10257741646563569,1,2.4562351405501,1
0.343794707592019,4.319387152543557,22,0.5873444169940985,0
0.7857545584829723,0.06662792268591376,0,0.5915262675947287,1
0.0935055489057235,2.5384914537348373,20,0.5444423075321733,0
0.26561230696069565,2.7235658351357177,22,0.14863871929759656,0
0.7545468279043082,0.17597632443179642,3,9.553447981288198,1
0.22897650090283309,2.655683265535761,13,0.76715608559674,0
0.3182142680979291,4.7888274587996165,26,0.798200641916833,0
0.05378909132585059,2.794504766925246,13,5.162539593610861,0
0.28337721711882397,4.678349337690934,21,0.6206389802701545,0
0.3711164980998355,4.95860610175672,20,0.8426055819168016,0
0.03412243878816832,4.11204115636829,22,1.8442680922209085,0
0.09558620052636864,2.632638924100364,15,2.6005006160139947,0
0.3368466760260066,3.419361217564944,26,0.5546337357693765,0
0.30166482164401665,4.434334520999784,14,0.08709951052973804,0
0.13367464593228,4.83031193752664,22,0.23274976138717568,0
0.1670452759022318,2.1573967193902925,19,1.44822731527374,0
0.10443655618211217,2.6383897375562726,29,1.557825481304566,0
0.26930974113209205,4.7055113264447685,19,3.205893653539109,0
0.9807420691009666,0.17758915534146275,2,2.324664676695066,1
0.37808842577192014,0.5629177083711414,21,0.5396510235732656,0
0.449497066598194,3.792406567639496,19,0.4647049414723626,0
0.19055215875382983,4.7979435027455875,20,0.3955373002028457,0
0.13525534745986947,4.919200802538728,13,1.945141129337745,0
0.5644088328474535,4.730792284854755,15,0.3685079261634145,0
0.5225861423642045,4.495181517342494,23,0.47217286182908874,0
0.05997953670248742,3.9044869702601734,21,3.968904937046761,0
0.44258501626167795,1.378285767680028,15,1.1647726093946584,0
0.04765864121384041,2.5298423232118683,21,1.234523651385407,0
0.11046638140695328,3.8773579131353704,18,0.893009111905539,0
0.1424322260812924,3.1440279746740925,18,0.5307556984359652,0
0.07092030304143881,1.4102293178391365,16,2.852523290532755,0
0.10603795372317097,3.750950403600859,12,1.0049226351157035,0
0.5133207689547002,1.0881421418674084,15,0.17468684108478216,0
0.13511887681050666,0.800586847679774,13,0.4815636910832577,0
0.5282487210196286,3.9087942026832767,14,1.8937203194737997,0
0.6315231599513972,2.7231929012108,14,1.898166318257185,0
0.19618615020438687,2.85916067556726,16,0.26473984895874203,0
0.15410339502969422,3.4289547687309976,20,1.6009527383591369,0
0.4396127816789042,4.3489150896332225,21,0.09494258650106681,0
0.33412728376002626,3.6892786095720482,18,2.4419194215284077,0
0.14226278864979655,3.890767554982886,20,1.189992742556485,0
0.14636909247810584,2.5237643476644775,21,0.7760307203922212,0
0.19019799216996636,3.200911461916613,20,0.9084634149075066,0
0.15122495946058556,0.7977592477633138,16,0.20617290633335736,0
0.5432281616169,3.4530795196176136,21,0.08135303171246168,0
0.2465990503366577,4.365708483679953,12,1.7794416815309735,0
0.6220236197707895,3.177122094134922,18,0.45383703604808706,0
0.22495199585355688,4.38630350413979,18,0.17127429048386678,0
0.12666647276946816,1.3914688740848933,22,0.3287928145259055,0
0.1284329099517978,1.501344698798509,24,1.1772650859828426,0
0.15331801911858728,4.33830251153187,17,0.11048081939733478,0
0.25291767792376496,3.458724034932239,15,0.781122669982293,0
0.35726668316608595,3.8149553084845573,19,2.217610725733662,0
0.9671826511750641,0.017178763932273078,0,1.0413463965997314,1
0.25087817894897935,4.321486151123472,20,1.8615143749450735,0
0.20062136491835503,1.1205446977865028,21,0.20094882410213813,0
0.36159147616905,2.8070963254796513,28,0.8521078277823403,0
0.3702776683029797,3.0490997269083544,14,2.4737064192484377,0
0.5716557041415302,3.2382707583685395,24,1.6043985858213918,0
0.1888093684589531,2.2388700282376153,19,0.4171959472727039,0
0.3713503337226324,3.197206500174958,29,2.616418695306264,0
0.8321855143533546,0.027306038827209785,0,14.018469495432436,1
0.5584781236073905,4.602185989521233,18,1.3402133846841076,0
0.06257216093856653,4.982653589558863,18,0.6715237307590075,0
0.3987980873216831,3.0200179515301326,19,0.9054580436032958,0
0.1499288317707551,3.791052928333722,18,0.3472523579901809,0
0.3102883063671743,3.4509978580288108,22,0.9376883380639585,0
0.1113278539020294,3.8573697045780184,16,1.2030256570971076,0
0.32939141594503535,4.330769954974389,24,3.265944831302815,0
0.13419683758700235,3.5967849652501855,29,0.414932703258866,0
0.105107936033062,4.344204616958888,18,0.5980452826712326,0
0.346139095439149,1.6348782264256319,18,0.35881457391447125,0
0.103069235599335,1.4393564707938316,20,1.6277817438689766,0
0.3430726573652272,3.200983749778862,27,1.1714366126554296,0
0.5510109900011245,3.2343060914777246,15,2.582991498569025,0
0.11869571701032622,1.9719117770073737,20,0.5792842859849826,0
0.07701517973847412,3.9948803346768034,16,1.2690325434655638,0
0.14404084611442153,0.6978723872965468,25,6.4822424245848085,0
0.20972241443300296,3.941815519489926,27,0.9073711827878872,0
